tax_id,Org_name,GeneID,CurrentID,Status,Symbol,chromosome,genomic_nucleotide_accession.version,start_position_on_the_genomic_accession,end_position_on_the_genomic_accession,orientation,exon_count
9913,Bos taurus,614544,0,live,LOC614544,1,NC_037328.1,5379067,5389653,plus,2
9913,Bos taurus,783565,0,live,LOC783565,1,NC_037328.1,5487842,5490688,minus,0
9913,Bos taurus,112446986,0,live,LOC112446986,1,NC_037328.1,5506173,5506952,minus,1
9913,Bos taurus,783607,0,live,LOC783607,1,NC_037328.1,5510180,5511025,plus,1
9913,Bos taurus,785121,0,live,KRTAP13-1,1,NC_037328.1,5517167,5517969,minus,1
9913,Bos taurus,785155,0,live,LOC785155,1,NC_037328.1,5522176,5522955,plus,1
9913,Bos taurus,785189,0,live,LOC785189,1,NC_037328.1,5560554,5561414,minus,0
9913,Bos taurus,785221,0,live,KRTAP13-2,1,NC_037328.1,5581027,5582172,plus,1
9913,Bos taurus,112447012,0,live,LOC112447012,1,NC_037328.1,5597800,5614075,plus,2
9913,Bos taurus,100141020,0,live,KRTAP27-1,1,NC_037328.1,5627456,5630525,plus,2
9913,Bos taurus,528816,0,live,LOC528816,1,NC_037328.1,5652868,5653876,plus,1
9913,Bos taurus,100138320,0,live,KRTAP24-1,1,NC_037328.1,5689928,5691368,plus,1
9913,Bos taurus,538761,0,live,CLDN8,1,NC_037328.1,5770225,5772220,plus,1
9913,Bos taurus,512703,0,live,CLDN17,1,NC_037328.1,5829566,5832083,plus,1
9913,Bos taurus,533760,0,live,GRIK1,1,NC_037328.1,6111150,6577799,plus,20
9913,Bos taurus,531350,0,live,BACH1,1,NC_037328.1,6772767,6857968,minus,8
9913,Bos taurus,112448281,0,live,LOC112448281,1,NC_037328.1,6778741,6778848,minus,1
9913,Bos taurus,104970784,0,live,LOC104970784,1,NC_037328.1,6944380,6981579,minus,2
9913,Bos taurus,100337436,0,live,LOC100337436,1,NC_037328.1,6979037,6979502,plus,0
9913,Bos taurus,540879,0,live,MAP3K7CL,1,NC_037328.1,7005503,7053879,minus,6
9913,Bos taurus,100851369,0,live,LOC100851369,1,NC_037328.1,7104255,7114147,minus,2
9913,Bos taurus,281047,0,live,CCT8,1,NC_037328.1,7114205,7127950,plus,16
9913,Bos taurus,519992,0,live,USP16,1,NC_037328.1,7129410,7155326,minus,21
9913,Bos taurus,505006,0,live,RWDD2B,1,NC_037328.1,7155254,7171857,plus,8
9913,Bos taurus,519526,0,live,LTN1,1,NC_037328.1,7183913,7242830,plus,31
9913,Bos taurus,615183,0,live,LOC615183,1,NC_037328.1,7242932,7246762,plus,1
9913,Bos taurus,615200,0,live,N6AMT1,1,NC_037328.1,7267112,7280850,minus,7
9913,Bos taurus,112448287,0,live,LOC112448287,1,NC_037328.1,7430160,7430266,minus,1
9913,Bos taurus,104970788,0,live,LOC104970788,1,NC_037328.1,7892837,7894547,plus,2
9913,Bos taurus,112448344,0,live,LOC112448344,1,NC_037328.1,8873325,8873494,minus,0
9913,Bos taurus,526789,0,live,LOC526789,1,NC_037328.1,8918056,8960600,plus,2
9913,Bos taurus,112448320,0,live,LOC112448320,1,NC_037328.1,9283999,9284121,plus,1
9913,Bos taurus,286805,0,live,ADAMTS5,1,NC_037328.1,9441018,9491324,plus,9
9913,Bos taurus,512171,0,live,ADAMTS1,1,NC_037328.1,9583735,9592432,plus,9
9913,Bos taurus,112448297,0,live,LOC112448297,1,NC_037328.1,9689994,9690055,minus,0
9913,Bos taurus,768230,0,live,CYYR1,1,NC_037328.1,9869543,10046147,plus,9
9913,Bos taurus,112448359,0,live,LOC112448359,1,NC_037328.1,10180008,10180114,plus,1
9913,Bos taurus,107132174,0,live,LOC107132174,1,NC_037328.1,10208078,10231674,minus,5
9913,Bos taurus,280722,0,live,APP,1,NC_037328.1,10231769,10543975,plus,18
9913,Bos taurus,112448458,0,live,TRNAR-CCU,1,NC_037328.1,10326084,10326156,plus,0
9913,Bos taurus,112448277,0,live,LOC112448277,1,NC_037328.1,10488772,10488874,plus,1
9913,Bos taurus,510204,0,live,GABPA,1,NC_037328.1,10653415,10691694,minus,15
9913,Bos taurus,282690,0,live,ATP5PF,1,NC_037328.1,10690694,10698965,plus,7
9913,Bos taurus,538846,0,live,JAM2,1,NC_037328.1,10704997,10787558,minus,10
9913,Bos taurus,515194,0,live,MRPL39,1,NC_037328.1,10823337,10839082,plus,10
9913,Bos taurus,100313006,0,live,MIR155,1,NC_037328.1,10848650,10848712,minus,1
9913,Bos taurus,112448274,0,live,LOC112448274,1,NC_037328.1,10893790,10893893,minus,1
9913,Bos taurus,112448280,0,live,LOC112448280,1,NC_037328.1,11236789,11236895,plus,1
9913,Bos taurus,783459,0,live,LOC783459,1,NC_037328.1,11580819,11581209,plus,0
9913,Bos taurus,100139931,0,live,LOC100139931,1,NC_037328.1,11702128,11780258,minus,0
9913,Bos taurus,100847925,0,live,LOC100847925,1,NC_037328.1,13385138,13386320,plus,0
9913,Bos taurus,535613,0,live,NCAM2,1,NC_037328.1,15318870,15883506,minus,19
9913,Bos taurus,101904189,0,live,LOC101904189,1,NC_037328.1,16125901,16276459,minus,0
9913,Bos taurus,112448473,0,live,TRNAC-GCA,1,NC_037328.1,16843916,16843987,minus,0
9913,Bos taurus,112448283,0,live,LOC112448283,1,NC_037328.1,17905595,17905700,plus,1
9913,Bos taurus,282009,0,live,TMPRSS15,1,NC_037328.1,18567977,18710975,plus,26
9913,Bos taurus,613942,0,live,CHODL,1,NC_037328.1,18712587,18736860,minus,6
9913,Bos taurus,540784,0,live,C1H21orf91,1,NC_037328.1,19227594,19261194,plus,7
9913,Bos taurus,112448355,0,live,LOC112448355,1,NC_037328.1,19310021,19310127,plus,1
9913,Bos taurus,112447286,0,live,LOC112447286,1,NC_037328.1,19322003,19417309,minus,3
9913,Bos taurus,541054,0,live,BTG3,1,NC_037328.1,19418207,19437171,plus,5
9913,Bos taurus,281733,0,live,CXADR,1,NC_037328.1,19437583,19502361,minus,8
9913,Bos taurus,781697,0,live,LOC781697,1,NC_037328.1,19596308,19598328,minus,0
9913,Bos taurus,781616,0,live,LOC781616,1,NC_037328.1,19872804,19874609,minus,0
9913,Bos taurus,100170920,0,live,MIR125B-2,1,NC_037328.1,20385501,20385585,minus,1
9913,Bos taurus,100170919,0,live,MIRLET7C,1,NC_037328.1,20434617,20434700,minus,1
9913,Bos taurus,790991,0,live,MIR99A,1,NC_037328.1,20435343,20435423,minus,1
9913,Bos taurus,524531,0,live,USP25,1,NC_037328.1,21166756,21328130,minus,27
9913,Bos taurus,112447020,0,live,LOC112447020,1,NC_037328.1,21373123,21375118,minus,0
9913,Bos taurus,107132175,0,live,LOC107132175,1,NC_037328.1,22115000,22298960,plus,6
9913,Bos taurus,524960,0,live,NRIP1,1,NC_037328.1,22189716,22196717,plus,1
9913,Bos taurus,104976614,0,live,LOC104976614,1,NC_037328.1,22510530,22562419,plus,6
9913,Bos taurus,112447289,0,live,LOC112447289,1,NC_037328.1,22602315,22614042,minus,3
9913,Bos taurus,534171,0,live,SAMSN1,1,NC_037328.1,22617489,22675629,plus,8
9913,Bos taurus,505907,0,live,HSPA13,1,NC_037328.1,22783919,22794032,plus,5
9913,Bos taurus,518080,0,live,ABCC13,1,NC_037328.1,22805646,22906672,minus,28
9913,Bos taurus,539474,0,live,RBM11,1,NC_037328.1,22948041,22966832,minus,5
9913,Bos taurus,617574,0,live,LIPI,1,NC_037328.1,22966713,22989866,plus,2
9913,Bos taurus,782921,0,live,LOC782921,1,NC_037328.1,23043352,23044106,plus,0
9913,Bos taurus,112448273,0,live,LOC112448273,1,NC_037328.1,24256165,24256283,plus,0
9913,Bos taurus,534842,0,live,ROBO2,1,NC_037328.1,24413044,25069185,plus,31
9913,Bos taurus,781698,0,live,LOC781698,1,NC_037328.1,25104256,25242935,minus,0
9913,Bos taurus,112448343,0,live,LOC112448343,1,NC_037328.1,25298576,25298689,plus,0
9913,Bos taurus,112448477,0,live,TRNAG-UCC,1,NC_037328.1,25943248,25943319,plus,0
9913,Bos taurus,536815,0,live,ROBO1,1,NC_037328.1,26116519,27412512,minus,33
9913,Bos taurus,100848584,0,live,LOC100848584,1,NC_037328.1,27050238,27057793,plus,2
9913,Bos taurus,112448475,0,live,TRNAC-GCA,1,NC_037328.1,27454135,27454206,minus,0
9913,Bos taurus,112448478,0,live,TRNAC-ACA,1,NC_037328.1,28003709,28003781,minus,0
9913,Bos taurus,112448479,0,live,TRNAS-GGA,1,NC_037328.1,28865322,28865404,minus,0
9913,Bos taurus,521010,0,live,LOC521010,1,NC_037328.1,29048005,29060749,plus,0
9913,Bos taurus,615745,0,live,GBE1,1,NC_037328.1,29107841,29418737,minus,16
9913,Bos taurus,112446987,0,live,LOC112446987,1,NC_037328.1,31241156,31245944,plus,3
9913,Bos taurus,112448288,0,live,LOC112448288,1,NC_037328.1,31427541,31427643,plus,1
9913,Bos taurus,517759,0,live,CADM2,1,NC_037328.1,32827159,34102751,plus,11
9913,Bos taurus,781699,0,live,LOC781699,1,NC_037328.1,34279632,34280609,minus,0
9913,Bos taurus,100138273,0,live,LOC100138273,1,NC_037328.1,35000882,35002507,minus,0
9913,Bos taurus,781333,0,live,VGLL3,1,NC_037328.1,35064262,35123294,minus,5
9913,Bos taurus,101902812,0,live,LOC101902812,1,NC_037328.1,35123125,35140849,plus,8
9913,Bos taurus,615954,0,live,CHMP2B,1,NC_037328.1,35381297,35415199,plus,6
9913,Bos taurus,282315,0,live,POU1F1,1,NC_037328.1,35417574,35435629,minus,6
9913,Bos taurus,407196,0,live,HTR1F,1,NC_037328.1,35997985,36012862,plus,2
9913,Bos taurus,112448345,0,live,LOC112448345,1,NC_037328.1,36052605,36052711,minus,0
9913,Bos taurus,613824,0,live,CGGBP1,1,NC_037328.1,36058720,36063724,minus,3
9913,Bos taurus,100335242,0,live,ZNF654,1,NC_037328.1,36063965,36150217,plus,10
9913,Bos taurus,104970809,0,live,LOC104970809,1,NC_037328.1,36064985,36156402,minus,4
9913,Bos taurus,511707,0,live,C1H3orf38,1,NC_037328.1,36156437,36163647,plus,3
9913,Bos taurus,112447291,0,live,CSNKA2IP,1,NC_037328.1,36352473,36492850,plus,3
9913,Bos taurus,537951,0,live,EPHA3,1,NC_037328.1,37110589,37521912,plus,17
9913,Bos taurus,282006,0,live,PROS1,1,NC_037328.1,38203318,38267163,minus,15
9913,Bos taurus,512781,0,live,ARL13B,1,NC_037328.1,38275600,38354515,plus,12
9913,Bos taurus,514487,0,live,STX19,1,NC_037328.1,38315109,38331093,minus,2
9913,Bos taurus,533791,0,live,NSUN3,1,NC_037328.1,38360629,38420857,plus,6
9913,Bos taurus,617944,0,live,LOC617944,1,NC_037328.1,39111504,39113211,plus,0
9913,Bos taurus,782966,0,live,LOC782966,1,NC_037328.1,40948961,40950353,plus,1
9913,Bos taurus,100336601,0,live,EPHA6,1,NC_037328.1,40974259,42007569,plus,28
9913,Bos taurus,112448282,0,live,LOC112448282,1,NC_037328.1,41580371,41580476,minus,1
9913,Bos taurus,112448361,0,live,LOC112448361,1,NC_037328.1,41900214,41900320,plus,1
9913,Bos taurus,519014,0,live,ARL6,1,NC_037328.1,42010599,42049951,plus,8
9913,Bos taurus,101905242,0,live,LOC101905242,1,NC_037328.1,42016863,42017323,plus,1
9913,Bos taurus,104970812,0,live,LOC104970812,1,NC_037328.1,42017247,42018897,plus,0
9913,Bos taurus,516526,0,live,CRYBG3,1,NC_037328.1,42070499,42197661,plus,22
9913,Bos taurus,540466,0,live,RIOX2,1,NC_037328.1,42193300,42230791,minus,14
9913,Bos taurus,520166,0,live,GABRR3,1,NC_037328.1,42241399,42286990,minus,9
9913,Bos taurus,783514,0,live,OR5AC27P,1,NC_037328.1,42310548,42311468,plus,0
9913,Bos taurus,101905600,0,live,OR5AC31,1,NC_037328.1,42326818,42328023,plus,2
9913,Bos taurus,100140741,0,live,OR5AC30P,1,NC_037328.1,42338393,42339320,plus,0
9913,Bos taurus,783578,0,live,OR5AC29P,1,NC_037328.1,42348002,42348928,plus,0
9913,Bos taurus,783655,0,live,OR5AC1P,1,NC_037328.1,42369226,42370150,plus,0
9913,Bos taurus,783690,0,live,OR5AC26,1,NC_037328.1,42406459,42407388,plus,1
9913,Bos taurus,783734,0,live,OR5H28,1,NC_037328.1,42417314,42418243,plus,1
9913,Bos taurus,101906449,0,live,OR5H35P,1,NC_037328.1,42428056,42428970,plus,0
9913,Bos taurus,783777,0,live,OR5K20,1,NC_037328.1,42439998,42440924,plus,1
9913,Bos taurus,100138923,0,live,LOC100138923,1,NC_037328.1,42443325,42446568,plus,0
9913,Bos taurus,783812,0,live,OR5H36,1,NC_037328.1,42460442,42461380,plus,1
9913,Bos taurus,783843,0,live,OR5H30,1,NC_037328.1,42466175,42467104,plus,1
9913,Bos taurus,100140523,0,live,OR5H50P,1,NC_037328.1,42471853,42472374,plus,0
9913,Bos taurus,783884,0,live,OR5H32,1,NC_037328.1,42489776,42490705,plus,1
9913,Bos taurus,104970813,0,live,OR5H34P,1,NC_037328.1,42498597,42499495,plus,0
9913,Bos taurus,100139155,0,live,OR5H29,1,NC_037328.1,42519065,42519994,plus,1
9913,Bos taurus,783917,0,live,OR5H33,1,NC_037328.1,42547913,42548863,plus,1
9913,Bos taurus,783950,0,live,OR5H13BP,1,NC_037328.1,42552970,42553894,plus,0
9913,Bos taurus,783995,0,live,OR5H31,1,NC_037328.1,42571919,42572848,plus,1
9913,Bos taurus,789957,0,live,OR5H13,1,NC_037328.1,42592188,42593117,plus,1
9913,Bos taurus,100140204,0,live,OR5H37P,1,NC_037328.1,42605899,42606863,plus,0
9913,Bos taurus,100300844,0,live,OR5K19,1,NC_037328.1,42661782,42662717,plus,1
9913,Bos taurus,785903,0,live,OR5K22,1,NC_037328.1,42685180,42687859,plus,2
9913,Bos taurus,112448299,0,live,LOC112448299,1,NC_037328.1,42693078,42693180,plus,1
9913,Bos taurus,785875,0,live,OR5K21,1,NC_037328.1,42711857,42712786,plus,1
9913,Bos taurus,100140871,0,live,OR5K27P,1,NC_037328.1,42722370,42722735,plus,0
9913,Bos taurus,785848,0,live,OR5K8,1,NC_037328.1,42735409,42736335,plus,1
9913,Bos taurus,785806,0,live,OR5K1,1,NC_037328.1,42792045,42793013,plus,1
9913,Bos taurus,515537,0,live,CLDND1,1,NC_037328.1,42822728,42830070,minus,6
9913,Bos taurus,538740,0,live,GPR15,1,NC_037328.1,42839197,42844724,plus,2
9913,Bos taurus,112448337,0,live,LOC112448337,1,NC_037328.1,42852845,42853007,minus,1
9913,Bos taurus,540283,0,live,CPOX,1,NC_037328.1,42888156,42901415,minus,7
9913,Bos taurus,100848540,0,live,LOC100848540,1,NC_037328.1,42907803,42957828,plus,7
9913,Bos taurus,112448314,0,live,LOC112448314,1,NC_037328.1,42916950,42917086,minus,1
9913,Bos taurus,444860,0,live,ST3GAL6,1,NC_037328.1,42985053,43111608,plus,21
9913,Bos taurus,524608,0,live,DCBLD2,1,NC_037328.1,43112084,43194797,minus,16
9913,Bos taurus,104970815,0,live,LOC104970815,1,NC_037328.1,43114561,43120349,plus,2
9913,Bos taurus,104970823,0,live,LOC104970823,1,NC_037328.1,43286871,43288281,minus,0
9913,Bos taurus,100137965,0,live,LOC100137965,1,NC_037328.1,43409725,43415885,plus,0
9913,Bos taurus,538564,0,live,COL8A1,1,NC_037328.1,43902264,44073697,plus,4
9913,Bos taurus,616567,0,live,CMSS1,1,NC_037328.1,44085955,44481333,plus,12
9913,Bos taurus,504954,0,live,FILIP1L,1,NC_037328.1,44093838,44402163,minus,9
9913,Bos taurus,531379,0,live,TMEM30C,1,NC_037328.1,44483383,44508874,plus,9
9913,Bos taurus,518370,0,live,TBC1D23,1,NC_037328.1,44555389,44612116,plus,19
9913,Bos taurus,520620,0,live,NIT2,1,NC_037328.1,44617616,44637448,plus,10
9913,Bos taurus,507707,0,live,TOMM70,1,NC_037328.1,44650751,44688033,minus,13
9913,Bos taurus,507217,0,live,LNP1,1,NC_037328.1,44687462,44730499,plus,9
9913,Bos taurus,529036,0,live,LOC529036,1,NC_037328.1,44751150,44847775,plus,6
9913,Bos taurus,509461,0,live,TMEM45A,1,NC_037328.1,44948306,45061347,plus,7
9913,Bos taurus,523482,0,live,ADGRG7,1,NC_037328.1,45082065,45145327,plus,16
9913,Bos taurus,505171,0,live,TFG,1,NC_037328.1,45156043,45188355,plus,8
9913,Bos taurus,538604,0,live,ABI3BP,1,NC_037328.1,45188665,45477168,minus,63
9913,Bos taurus,112447055,0,live,LOC112447055,1,NC_037328.1,45659454,45666084,plus,0
9913,Bos taurus,517845,0,live,IMPG2,1,NC_037328.1,45739056,45817695,minus,19
9913,Bos taurus,507820,0,live,SENP7,1,NC_037328.1,45817784,46002462,minus,28
9913,Bos taurus,524181,0,live,LOC524181,1,NC_037328.1,45962316,45970008,plus,4
9913,Bos taurus,532418,0,live,TRMT10C,1,NC_037328.1,45988281,45992514,plus,2
9913,Bos taurus,615197,0,live,PCNP,1,NC_037328.1,46002022,46016857,plus,6
9913,Bos taurus,538545,0,live,ZBTB11,1,NC_037328.1,46025950,46058876,minus,12
9913,Bos taurus,282048,0,live,RPL24,1,NC_037328.1,46061449,46066949,minus,6
9913,Bos taurus,540395,0,live,CEP97,1,NC_037328.1,46077322,46102246,plus,12
9913,Bos taurus,532838,0,live,NXPE3,1,NC_037328.1,46110763,46165922,plus,9
9913,Bos taurus,100139732,0,live,LOC100139732,1,NC_037328.1,46138336,46139261,minus,0
9913,Bos taurus,282713,0,live,NFKBIZ,1,NC_037328.1,46169624,46201254,plus,14
9913,Bos taurus,112448293,0,live,LOC112448293,1,NC_037328.1,46209142,46209247,minus,1
9913,Bos taurus,112446989,0,live,LOC112446989,1,NC_037328.1,46246337,46334487,plus,4
9913,Bos taurus,785485,0,live,LOC785485,1,NC_037328.1,46511147,46511464,minus,0
9913,Bos taurus,112446990,0,live,LOC112446990,1,NC_037328.1,46654359,46655319,plus,0
9913,Bos taurus,527953,0,live,ZPLD1,1,NC_037328.1,46856618,46940598,plus,13
9913,Bos taurus,112448394,0,live,TRNAF-AAA,1,NC_037328.1,47578923,47578994,plus,0
9913,Bos taurus,112448303,0,live,LOC112448303,1,NC_037328.1,48583190,48583251,minus,1
9913,Bos taurus,785980,0,live,LOC785980,1,NC_037328.1,49728890,49729586,plus,0
9913,Bos taurus,281614,0,live,ALCAM,1,NC_037328.1,49930802,50162053,plus,16
9913,Bos taurus,525906,0,live,CBLB,1,NC_037328.1,50255480,50481343,minus,21
9913,Bos taurus,781370,0,live,LOC781370,1,NC_037328.1,50988100,50988703,plus,0
9913,Bos taurus,112446991,0,live,LOC112446991,1,NC_037328.1,51633479,51792445,minus,3
9913,Bos taurus,100296365,0,live,LOC100296365,1,NC_037328.1,51743542,51778164,plus,0
9913,Bos taurus,100848469,0,live,LOC100848469,1,NC_037328.1,51787396,51794236,plus,2
9913,Bos taurus,100313115,0,live,MIR2286,1,NC_037328.1,51788401,51788474,minus,1
9913,Bos taurus,100125920,0,live,CCDC54,1,NC_037328.1,51940526,51941811,plus,2
9913,Bos taurus,112448326,0,live,LOC112448326,1,NC_037328.1,52112815,52112957,plus,0
9913,Bos taurus,533187,0,live,BBX,1,NC_037328.1,52133123,52431211,plus,25
9913,Bos taurus,101910021,0,live,LOC101910021,1,NC_037328.1,52551876,52600961,plus,4
9913,Bos taurus,282661,0,live,CD47,1,NC_037328.1,52710243,52777180,minus,11
9913,Bos taurus,531436,0,live,IFT57,1,NC_037328.1,52879906,52953385,minus,11
